sentence,label,agreement
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,AllAgree
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,AllAgree
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,66Agree
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,AllAgree
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,AllAgree
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,AllAgree
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,AllAgree
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,75Agree
Previously the company has estimated its operating profit to reach the level of 2005 only .,positive,50Agree
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,AllAgree
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,AllAgree
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,AllAgree
Revenues at the same time grew 14 percent to 43 million euros .,positive,AllAgree
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,75Agree
Sales of clothing developed best .,positive,66Agree
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,AllAgree
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,AllAgree
That would be an increase from estimated sales of 117 million last year .,positive,AllAgree
The agreement expands Tekla Structures ' scope of use to bridge design .,positive,66Agree
The aim is to increase sales by at least one fifth in 2006 .,positive,66Agree
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,AllAgree
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive,66Agree
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,AllAgree
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,AllAgree
The firm generated sales of 187 mln eur in 2005 .,neutral,66Agree
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,75Agree
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,AllAgree
The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,positive,50Agree
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,AllAgree
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,AllAgree
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,AllAgree
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,positive,66Agree
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,AllAgree
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,75Agree
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,75Agree
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive,66Agree
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,AllAgree
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,AllAgree
Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,neutral,50Agree
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",positive,75Agree
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive,75Agree
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive,75Agree
"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",positive,66Agree
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,positive,66Agree
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,AllAgree
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive,75Agree
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,75Agree
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,66Agree
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive,75Agree
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,AllAgree
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,AllAgree
Componenta 's objective with this agreement is to increase business on its existing production lines .,positive,50Agree
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,AllAgree
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,AllAgree
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,AllAgree
EPS grew to 0.04 eur from 0.02 eur .,positive,AllAgree
Exports grew 16.5 percent to 19.1 million liters .,positive,AllAgree
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,AllAgree
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,AllAgree
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,AllAgree
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,AllAgree
"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile .",positive,50Agree
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive,75Agree
"However , the proportion of the paid standing orders grew in 2009 .",positive,AllAgree
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,AllAgree
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,AllAgree
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,AllAgree
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,AllAgree
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive,AllAgree
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive,66Agree
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive,AllAgree
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,75Agree
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive,75Agree
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,AllAgree
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,AllAgree
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,AllAgree
"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",neutral,50Agree
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive,AllAgree
Operating profit of the Asian plants grew markedly .,positive,AllAgree
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,AllAgree
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,AllAgree
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,AllAgree
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,AllAgree
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,AllAgree
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive,AllAgree
